time,uav_id,state,x,y,soc,route_id,waypoint_idx,current_cell,remaining_cells,progress_pct
8040.0,01,on_mission,460.0,402.0,0.905702314781167,rr_12,10,cell_006_011,3,76.92307692307693
8040.0,02,on_mission,-296.0706004520182,101.96469977399047,0.9798941798941814,rr_01,1,cell_006_000,9,10.0
8040.0,03,on_mission,-500.0,0.0,1.0,rr_00,0,cell_001_000,9,0.0
8040.0,04,swapping,-500.0,0.0,0.25299826743185,rr_01,0,cell_002_000,10,0.0
8040.0,05,swapping,-500.0,0.0,0.23464129343178425,rr_00,0,cell_001_000,9,0.0
8040.0,06,rtb,-81.42322211653111,276.15357542593216,0.27252610941892125,rr_03,5,cell_011_005,4,55.55555555555556
8040.0,07,rtb,150.94320717373574,31.647617321364983,0.2840088784113328,rr_02,0,cell_002_001,8,0.0
8040.0,08,on_mission,180.0,180.0,0.5439067383216037,rr_13,2,cell_008_004,5,28.57142857142857
8040.0,09,on_mission,100.46590444563505,379.8446985181217,0.5668148527257035,rr_14,5,cell_007_010,3,62.5
8040.0,10,on_mission,140.0,168.0,0.5807567081576206,rr_12,4,cell_004_003,9,30.76923076923077
8040.0,11,on_mission,339.32926306849527,238.77031562557545,0.7203409877921622,rr_13,6,cell_000_005,1,85.71428571428571
8040.0,12,on_mission,253.33095244168808,373.3309524416881,0.7375729392185555,rr_08,0,cell_003_000,8,0.0
8040.0,13,on_mission,328.7999999999998,71.59999999999991,0.7650013488408657,rr_14,7,cell_000_006,1,87.5
8040.0,14,on_mission,62.772833313611834,63.080925904013164,0.8085128513595479,rr_15,0,cell_001_001,9,0.0
8040.0,15,on_mission,287.61323295499324,143.9575937508219,0.8412925478248083,rr_13,6,cell_000_005,1,85.71428571428571
8040.0,16,on_mission,379.98879180302276,183.84536117554975,0.8761819592657121,rr_02,5,cell_004_009,3,62.5
8040.0,17,on_mission,178.18376618407362,218.18376618407362,0.843171623387849,rr_12,5,cell_005_004,8,38.46153846153847
8040.0,18,idle,-500.0,0.0,1.0,rr_13,0,cell_005_003,7,0.0
8040.0,19,on_mission,100.0,102.0,0.8649311698168256,rr_14,1,cell_005_002,7,12.5
8040.0,20,idle,-500.0,0.0,1.0,rr_12,0,cell_000_003,13,0.0
8040.0,21,spare,-500.0,0.0,1.0,None,0,None,0,0
