time,uav_id,state,x,y,soc,route_id,waypoint_idx,current_cell,remaining_cells,progress_pct
4800.0,01,on_mission,300.0,250.0,0.9056437389770793,rr_13,0,cell_000_007,6,0.0
4800.0,02,idle,-499.4040121723768,0.3294488269361828,1.0,rr_11,0,cell_000_005,7,0.0
4800.0,03,idle,-500.0,2.220446049250313e-16,1.0,rr_13,0,cell_000_007,6,0.0
4800.0,04,idle,-499.25983480374094,0.3895606296100387,1.0,rr_12,0,cell_002_006,5,0.0
4800.0,05,rtb,-340.9049509855788,65.02145481458982,0.22715317611007058,rr_19,5,cell_009_010,2,71.42857142857143
4800.0,06,rtb,-113.73239875556882,137.4025544373681,0.24919430316434132,rr_17,0,cell_000_011,12,0.0
4800.0,07,rtb,-264.7347898918953,110.57464875080935,0.24454132599758363,rr_22,5,cell_009_007,1,83.33333333333334
4800.0,08,rtb,-167.3226014368626,161.58616501638116,0.24976227898986222,rr_21,4,cell_011_008,2,66.66666666666666
4800.0,09,on_mission,260.0,372.0,0.3095511232122101,rr_23,3,cell_009_006,3,50.0
4800.0,10,rtb,-52.44239025443403,66.38313853330507,0.26152899945412145,rr_20,1,cell_003_009,4,20.0
4800.0,11,on_mission,371.76302086681966,312.5160158912152,0.3232317046557708,rr_20,0,cell_001_008,5,0.0
4800.0,12,on_mission,382.015469291606,406.97998237322287,0.3729596205041855,rr_16,0,cell_002_010,5,0.0
4800.0,13,on_mission,420.0,198.0,0.3893244934765385,rr_19,3,cell_005_010,4,42.857142857142854
4800.0,14,on_mission,380.0,378.0,0.4397556080951,rr_20,0,cell_001_008,5,0.0
4800.0,15,on_mission,300.0,60.0,0.44777018515088846,rr_22,2,cell_003_007,4,33.33333333333333
4800.0,16,on_mission,363.6274150342241,329.0193202737953,0.46022760813360253,rr_21,0,cell_003_008,6,0.0
4800.0,17,on_mission,100.0,322.0,0.493543270789596,rr_03,0,cell_001_002,6,0.0
4800.0,18,on_mission,20.0,394.0,0.6320857242246283,rr_05,0,cell_001_000,6,0.0
4800.0,19,on_mission,460.0,460.0,0.9061271013603508,rr_18,0,cell_011_011,1,0.0
4800.0,20,on_mission,60.0,268.0,0.6321609164929063,rr_04,0,cell_001_001,6,0.0
4800.0,21,on_mission,100.0,460.0,0.6459594009480031,rr_03,6,None,0,100.0
4800.0,22,on_mission,380.0,272.0,0.7145593804540065,rr_15,5,cell_008_009,1,83.33333333333334
4800.0,23,on_mission,260.0,246.0,0.7622877004850446,rr_12,2,cell_006_006,3,40.0
4800.0,24,on_mission,100.0,154.0,0.8112952990325647,rr_08,2,cell_004_002,4,33.33333333333333
4800.0,25,on_mission,340.0,232.0,0.8694386342255842,rr_14,2,cell_006_008,4,33.33333333333333
4800.0,26,on_mission,220.0,174.0,0.8966925601093386,rr_11,0,cell_000_005,7,0.0
4800.0,27,on_mission,260.0,378.0,0.9113541953156213,rr_12,0,cell_002_006,5,0.0
4800.0,28,idle,-500.0,0.0,1.0,rr_15,0,cell_000_009,6,0.0
4800.0,29,idle,-500.0,0.0,1.0,rr_12,0,cell_002_006,5,0.0
4800.0,30,idle,-500.0,2.220446049250313e-16,1.0,rr_08,0,cell_000_002,6,0.0
4800.0,31,spare,-500.0,0.0,1.0,None,0,None,0,0
