cell_id,x,y,last_observed,age,overdue,grid_row,grid_col
cell_008_009,380.0,340.0,3454.0,26.0,False,8,9
cell_008_010,420.0,340.0,3458.0,22.0,False,8,10
cell_008_011,460.0,340.0,3476.0,4.0,False,8,11
cell_009_000,20.0,380.0,3446.0,34.0,False,9,0
cell_009_001,60.0,380.0,3453.0,27.0,False,9,1
cell_009_002,100.0,380.0,3460.0,20.0,False,9,2
cell_009_003,140.0,380.0,3466.0,14.0,False,9,3
cell_009_004,180.0,380.0,3471.0,9.0,False,9,4
cell_009_005,220.0,380.0,3441.0,39.0,False,9,5
cell_009_006,260.0,380.0,3440.0,40.0,False,9,6
cell_009_007,300.0,380.0,3462.0,18.0,False,9,7
cell_009_008,340.0,380.0,3475.0,5.0,False,9,8
cell_009_009,380.0,380.0,3384.0,96.0,False,9,9
cell_009_010,420.0,380.0,3380.0,100.0,False,9,10
cell_009_011,460.0,380.0,3480.0,0.0,False,9,11
cell_010_000,20.0,420.0,3405.0,75.0,False,10,0
cell_010_001,60.0,420.0,3438.0,42.0,False,10,1
cell_010_002,100.0,420.0,3442.0,38.0,False,10,2
cell_010_003,140.0,420.0,3423.0,57.0,False,10,3
cell_010_004,180.0,420.0,3429.0,51.0,False,10,4
cell_010_005,220.0,420.0,3434.0,46.0,False,10,5
cell_010_006,260.0,420.0,3432.0,48.0,False,10,6
cell_010_007,300.0,420.0,3457.0,23.0,False,10,7
cell_010_008,340.0,420.0,3480.0,0.0,False,10,8
cell_010_009,380.0,420.0,3402.0,78.0,False,10,9
cell_010_010,420.0,420.0,3410.0,70.0,False,10,10
cell_010_011,460.0,420.0,3480.0,0.0,False,10,11
cell_011_000,20.0,460.0,2831.0,649.0,True,11,0
cell_011_001,60.0,460.0,2838.0,642.0,True,11,1
cell_011_002,100.0,460.0,3415.0,65.0,False,11,2
cell_011_003,140.0,460.0,3424.0,56.0,False,11,3
cell_011_004,180.0,460.0,3431.0,49.0,False,11,4
cell_011_005,220.0,460.0,3438.0,42.0,False,11,5
cell_011_006,260.0,460.0,3445.0,35.0,False,11,6
cell_011_007,300.0,460.0,3452.0,28.0,False,11,7
cell_011_008,340.0,460.0,3480.0,0.0,False,11,8
cell_011_009,380.0,460.0,3108.0,372.0,True,11,9
cell_011_010,420.0,460.0,3107.0,373.0,True,11,10
cell_011_011,460.0,460.0,3366.0,114.0,False,11,11
