cell_id,x,y,last_observed,age,overdue,grid_row,grid_col
cell_005_004,180.0,220.0,9600.0,0.0,False,5,4
cell_005_005,220.0,220.0,9569.0,31.0,False,5,5
cell_005_006,260.0,220.0,9395.0,205.0,True,5,6
cell_005_007,300.0,220.0,9505.0,95.0,False,5,7
cell_005_008,340.0,220.0,9504.0,96.0,False,5,8
cell_005_009,380.0,220.0,9510.0,90.0,False,5,9
cell_005_010,420.0,220.0,9590.0,10.0,False,5,10
cell_005_011,460.0,220.0,9567.0,33.0,False,5,11
cell_006_000,20.0,260.0,9573.0,27.0,False,6,0
cell_006_001,60.0,260.0,9526.0,74.0,False,6,1
cell_006_002,100.0,260.0,9590.0,10.0,False,6,2
cell_006_003,140.0,260.0,9599.0,1.0,False,6,3
cell_006_004,180.0,260.0,9600.0,0.0,False,6,4
cell_006_005,220.0,260.0,9576.0,24.0,False,6,5
cell_006_006,260.0,260.0,9444.0,156.0,False,6,6
cell_006_007,300.0,260.0,9405.0,195.0,True,6,7
cell_006_008,340.0,260.0,9498.0,102.0,False,6,8
cell_006_009,380.0,260.0,9600.0,0.0,False,6,9
cell_006_010,420.0,260.0,9583.0,17.0,False,6,10
cell_006_011,460.0,260.0,9561.0,39.0,False,6,11
cell_007_000,20.0,300.0,9580.0,20.0,False,7,0
cell_007_001,60.0,300.0,9586.0,14.0,False,7,1
cell_007_002,100.0,300.0,9592.0,8.0,False,7,2
cell_007_003,140.0,300.0,9598.0,2.0,False,7,3
cell_007_004,180.0,300.0,9600.0,0.0,False,7,4
cell_007_005,220.0,300.0,9582.0,18.0,False,7,5
cell_007_006,260.0,300.0,9469.0,131.0,False,7,6
cell_007_007,300.0,300.0,9587.0,13.0,False,7,7
cell_007_008,340.0,300.0,9595.0,5.0,False,7,8
cell_007_009,380.0,300.0,9600.0,0.0,False,7,9
cell_007_010,420.0,300.0,9587.0,13.0,False,7,10
cell_007_011,460.0,300.0,9594.0,6.0,False,7,11
cell_008_000,20.0,340.0,9547.0,53.0,False,8,0
cell_008_001,60.0,340.0,9540.0,60.0,False,8,1
cell_008_002,100.0,340.0,9437.0,163.0,False,8,2
cell_008_003,140.0,340.0,9600.0,0.0,False,8,3
cell_008_004,180.0,340.0,9600.0,0.0,False,8,4
cell_008_005,220.0,340.0,9589.0,11.0,False,8,5
cell_008_006,260.0,340.0,9580.0,20.0,False,8,6
cell_008_007,300.0,340.0,9586.0,14.0,False,8,7
cell_008_008,340.0,340.0,9591.0,9.0,False,8,8
cell_008_009,380.0,340.0,9578.0,22.0,False,8,9
cell_008_010,420.0,340.0,9582.0,18.0,False,8,10
cell_008_011,460.0,340.0,9600.0,0.0,False,8,11
cell_009_000,20.0,380.0,9554.0,46.0,False,9,0
cell_009_001,60.0,380.0,9546.0,54.0,False,9,1
cell_009_002,100.0,380.0,9553.0,47.0,False,9,2
cell_009_003,140.0,380.0,9600.0,0.0,False,9,3
cell_009_004,180.0,380.0,9600.0,0.0,False,9,4
cell_009_005,220.0,380.0,9600.0,0.0,False,9,5
cell_009_006,260.0,380.0,9600.0,0.0,False,9,6
cell_009_007,300.0,380.0,9599.0,1.0,False,9,7
cell_009_008,340.0,380.0,9600.0,0.0,False,9,8
cell_009_009,380.0,380.0,9516.0,84.0,False,9,9
cell_009_010,420.0,380.0,9474.0,126.0,False,9,10
cell_009_011,460.0,380.0,9600.0,0.0,False,9,11
cell_010_000,20.0,420.0,9561.0,39.0,False,10,0
cell_010_001,60.0,420.0,9567.0,33.0,False,10,1
cell_010_002,100.0,420.0,9573.0,27.0,False,10,2
cell_010_003,140.0,420.0,9579.0,21.0,False,10,3
cell_010_004,180.0,420.0,9585.0,15.0,False,10,4
cell_010_005,220.0,420.0,9590.0,10.0,False,10,5
cell_010_006,260.0,420.0,9592.0,8.0,False,10,6
cell_010_007,300.0,420.0,9600.0,0.0,False,10,7
cell_010_008,340.0,420.0,9600.0,0.0,False,10,8
cell_010_009,380.0,420.0,9519.0,81.0,False,10,9
cell_010_010,420.0,420.0,9527.0,73.0,False,10,10
cell_010_011,460.0,420.0,9534.0,66.0,False,10,11
cell_011_000,20.0,460.0,2831.0,6769.0,True,11,0
cell_011_001,60.0,460.0,2838.0,6762.0,True,11,1
cell_011_002,100.0,460.0,9571.0,29.0,False,11,2
cell_011_003,140.0,460.0,9580.0,20.0,False,11,3
cell_011_004,180.0,460.0,9587.0,13.0,False,11,4
cell_011_005,220.0,460.0,9594.0,6.0,False,11,5
cell_011_006,260.0,460.0,9600.0,0.0,False,11,6
cell_011_007,300.0,460.0,9600.0,0.0,False,11,7
cell_011_008,340.0,460.0,9342.0,258.0,True,11,8
cell_011_009,380.0,460.0,9403.0,197.0,True,11,9
cell_011_010,420.0,460.0,9402.0,198.0,True,11,10
cell_011_011,460.0,460.0,9460.0,140.0,False,11,11
