cell_id,x,y,last_observed,age,overdue,grid_row,grid_col
cell_005_000,20.0,220.0,1781.0,139.0,False,5,0
cell_005_001,60.0,220.0,1711.0,209.0,True,5,1
cell_005_002,100.0,220.0,1830.0,90.0,False,5,2
cell_005_003,140.0,220.0,1908.0,12.0,False,5,3
cell_005_004,180.0,220.0,1905.0,15.0,False,5,4
cell_005_005,220.0,220.0,1920.0,0.0,False,5,5
cell_005_006,260.0,220.0,1714.0,206.0,True,5,6
cell_005_007,300.0,220.0,1336.0,584.0,True,5,7
cell_005_008,340.0,220.0,1335.0,585.0,True,5,8
cell_005_009,380.0,220.0,1795.0,125.0,False,5,9
cell_005_010,420.0,220.0,1895.0,25.0,False,5,10
cell_005_011,460.0,220.0,1897.0,23.0,False,5,11
cell_006_000,20.0,260.0,1783.0,137.0,False,6,0
cell_006_001,60.0,260.0,1790.0,130.0,False,6,1
cell_006_002,100.0,260.0,1837.0,83.0,False,6,2
cell_006_003,140.0,260.0,1900.0,20.0,False,6,3
cell_006_004,180.0,260.0,1900.0,20.0,False,6,4
cell_006_005,220.0,260.0,1919.0,1.0,False,6,5
cell_006_006,260.0,260.0,1707.0,213.0,True,6,6
cell_006_007,300.0,260.0,1325.0,595.0,True,6,7
cell_006_008,340.0,260.0,1326.0,594.0,True,6,8
cell_006_009,380.0,260.0,1802.0,118.0,False,6,9
cell_006_010,420.0,260.0,1901.0,19.0,False,6,10
cell_006_011,460.0,260.0,1891.0,29.0,False,6,11
cell_007_000,20.0,300.0,1222.0,698.0,True,7,0
cell_007_001,60.0,300.0,1633.0,287.0,True,7,1
cell_007_002,100.0,300.0,1844.0,76.0,False,7,2
cell_007_003,140.0,300.0,1899.0,21.0,False,7,3
cell_007_004,180.0,300.0,1900.0,20.0,False,7,4
cell_007_005,220.0,300.0,1912.0,8.0,False,7,5
cell_007_006,260.0,300.0,1854.0,66.0,False,7,6
cell_007_007,300.0,300.0,1450.0,470.0,True,7,7
cell_007_008,340.0,300.0,1315.0,605.0,True,7,8
cell_007_009,380.0,300.0,1809.0,111.0,False,7,9
cell_007_010,420.0,300.0,1908.0,12.0,False,7,10
cell_007_011,460.0,300.0,1884.0,36.0,False,7,11
cell_008_000,20.0,340.0,1229.0,691.0,True,8,0
cell_008_001,60.0,340.0,1640.0,280.0,True,8,1
cell_008_002,100.0,340.0,1850.0,70.0,False,8,2
cell_008_003,140.0,340.0,1910.0,10.0,False,8,3
cell_008_004,180.0,340.0,1909.0,11.0,False,8,4
cell_008_005,220.0,340.0,1906.0,14.0,False,8,5
cell_008_006,260.0,340.0,1848.0,72.0,False,8,6
cell_008_007,300.0,340.0,1845.0,75.0,False,8,7
cell_008_008,340.0,340.0,1441.0,479.0,True,8,8
cell_008_009,380.0,340.0,1831.0,89.0,False,8,9
cell_008_010,420.0,340.0,1915.0,5.0,False,8,10
cell_008_011,460.0,340.0,1877.0,43.0,False,8,11
cell_009_000,20.0,380.0,1235.0,685.0,True,9,0
cell_009_001,60.0,380.0,1646.0,274.0,True,9,1
cell_009_002,100.0,380.0,1857.0,63.0,False,9,2
cell_009_003,140.0,380.0,1919.0,1.0,False,9,3
cell_009_004,180.0,380.0,1920.0,0.0,False,9,4
cell_009_005,220.0,380.0,1898.0,22.0,False,9,5
cell_009_006,260.0,380.0,1687.0,233.0,True,9,6
cell_009_007,300.0,380.0,1844.0,76.0,False,9,7
cell_009_008,340.0,380.0,1841.0,79.0,False,9,8
cell_009_009,380.0,380.0,1846.0,74.0,False,9,9
cell_009_010,420.0,380.0,1920.0,0.0,False,9,10
cell_009_011,460.0,380.0,1920.0,0.0,False,9,11
cell_010_000,20.0,420.0,1241.0,679.0,True,10,0
cell_010_001,60.0,420.0,1652.0,268.0,True,10,1
cell_010_002,100.0,420.0,1864.0,56.0,False,10,2
cell_010_003,140.0,420.0,1920.0,0.0,False,10,3
cell_010_004,180.0,420.0,1920.0,0.0,False,10,4
cell_010_005,220.0,420.0,1892.0,28.0,False,10,5
cell_010_006,260.0,420.0,1857.0,63.0,False,10,6
cell_010_007,300.0,420.0,1850.0,70.0,False,10,7
cell_010_008,340.0,420.0,1842.0,78.0,False,10,8
cell_010_009,380.0,420.0,1849.0,71.0,False,10,9
cell_010_010,420.0,420.0,1920.0,0.0,False,10,10
cell_010_011,460.0,420.0,1920.0,0.0,False,10,11
cell_011_000,20.0,460.0,1237.0,683.0,True,11,0
cell_011_001,60.0,460.0,1630.0,290.0,True,11,1
cell_011_002,100.0,460.0,1870.0,50.0,False,11,2
cell_011_003,140.0,460.0,1876.0,44.0,False,11,3
cell_011_004,180.0,460.0,1881.0,39.0,False,11,4
cell_011_005,220.0,460.0,1875.0,45.0,False,11,5
cell_011_006,260.0,460.0,1882.0,38.0,False,11,6
cell_011_007,300.0,460.0,1888.0,32.0,False,11,7
cell_011_008,340.0,460.0,1895.0,25.0,False,11,8
cell_011_009,380.0,460.0,1902.0,18.0,False,11,9
cell_011_010,420.0,460.0,1908.0,12.0,False,11,10
cell_011_011,460.0,460.0,1914.0,6.0,False,11,11
