cell_id,x,y,last_observed,age,overdue,grid_row,grid_col
cell_003_005,220.0,140.0,4726.0,74.0,False,3,5
cell_003_006,260.0,140.0,4794.0,6.0,False,3,6
cell_003_007,300.0,140.0,4792.0,8.0,False,3,7
cell_003_008,340.0,140.0,4752.0,48.0,False,3,8
cell_003_009,380.0,140.0,4696.0,104.0,False,3,9
cell_003_010,420.0,140.0,4778.0,22.0,False,3,10
cell_003_011,460.0,140.0,4717.0,83.0,False,3,11
cell_004_000,20.0,180.0,4800.0,0.0,False,4,0
cell_004_001,60.0,180.0,4800.0,0.0,False,4,1
cell_004_002,100.0,180.0,4775.0,25.0,False,4,2
cell_004_003,140.0,180.0,4788.0,12.0,False,4,3
cell_004_004,180.0,180.0,4796.0,4.0,False,4,4
cell_004_005,220.0,180.0,4800.0,0.0,False,4,5
cell_004_006,260.0,180.0,4474.0,326.0,True,4,6
cell_004_007,300.0,180.0,4786.0,14.0,False,4,7
cell_004_008,340.0,180.0,4779.0,21.0,False,4,8
cell_004_009,380.0,180.0,4745.0,55.0,False,4,9
cell_004_010,420.0,180.0,4771.0,29.0,False,4,10
cell_004_011,460.0,180.0,4710.0,90.0,False,4,11
cell_005_000,20.0,220.0,4800.0,0.0,False,5,0
cell_005_001,60.0,220.0,4725.0,75.0,False,5,1
cell_005_002,100.0,220.0,4800.0,0.0,False,5,2
cell_005_003,140.0,220.0,4800.0,0.0,False,5,3
cell_005_004,180.0,220.0,4792.0,8.0,False,5,4
cell_005_005,220.0,220.0,4800.0,0.0,False,5,5
cell_005_006,260.0,220.0,4645.0,155.0,False,5,6
cell_005_007,300.0,220.0,4778.0,22.0,False,5,7
cell_005_008,340.0,220.0,4777.0,23.0,False,5,8
cell_005_009,380.0,220.0,4738.0,62.0,False,5,9
cell_005_010,420.0,220.0,4764.0,36.0,False,5,10
cell_005_011,460.0,220.0,4703.0,97.0,False,5,11
cell_006_000,20.0,260.0,4783.0,17.0,False,6,0
cell_006_001,60.0,260.0,4775.0,25.0,False,6,1
cell_006_002,100.0,260.0,4800.0,0.0,False,6,2
cell_006_003,140.0,260.0,4798.0,2.0,False,6,3
cell_006_004,180.0,260.0,4790.0,10.0,False,6,4
cell_006_005,220.0,260.0,4746.0,54.0,False,6,5
cell_006_006,260.0,260.0,4649.0,151.0,False,6,6
cell_006_007,300.0,260.0,4670.0,130.0,False,6,7
cell_006_008,340.0,260.0,4771.0,29.0,False,6,8
cell_006_009,380.0,260.0,4766.0,34.0,False,6,9
cell_006_010,420.0,260.0,4758.0,42.0,False,6,10
cell_006_011,460.0,260.0,4697.0,103.0,False,6,11
cell_007_000,20.0,300.0,4761.0,39.0,False,7,0
cell_007_001,60.0,300.0,4773.0,27.0,False,7,1
cell_007_002,100.0,300.0,4780.0,20.0,False,7,2
cell_007_003,140.0,300.0,4790.0,10.0,False,7,3
cell_007_004,180.0,300.0,4789.0,11.0,False,7,4
cell_007_005,220.0,300.0,4790.0,10.0,False,7,5
cell_007_006,260.0,300.0,4797.0,3.0,False,7,6
cell_007_007,300.0,300.0,4800.0,0.0,False,7,7
cell_007_008,340.0,300.0,4785.0,15.0,False,7,8
cell_007_009,380.0,300.0,4794.0,6.0,False,7,9
cell_007_010,420.0,300.0,4800.0,0.0,False,7,10
cell_007_011,460.0,300.0,4800.0,0.0,False,7,11
cell_008_000,20.0,340.0,4768.0,32.0,False,8,0
cell_008_001,60.0,340.0,4745.0,55.0,False,8,1
cell_008_002,100.0,340.0,4787.0,13.0,False,8,2
cell_008_003,140.0,340.0,4794.0,6.0,False,8,3
cell_008_004,180.0,340.0,4800.0,0.0,False,8,4
cell_008_005,220.0,340.0,4800.0,0.0,False,8,5
cell_008_006,260.0,340.0,4774.0,26.0,False,8,6
cell_008_007,300.0,340.0,4800.0,0.0,False,8,7
cell_008_008,340.0,340.0,4787.0,13.0,False,8,8
cell_008_009,380.0,340.0,4793.0,7.0,False,8,9
cell_008_010,420.0,340.0,4797.0,3.0,False,8,10
cell_008_011,460.0,340.0,4712.0,88.0,False,8,11
cell_009_000,20.0,380.0,4775.0,25.0,False,9,0
cell_009_001,60.0,380.0,4781.0,19.0,False,9,1
cell_009_002,100.0,380.0,4793.0,7.0,False,9,2
cell_009_003,140.0,380.0,4793.0,7.0,False,9,3
cell_009_004,180.0,380.0,4799.0,1.0,False,9,4
cell_009_005,220.0,380.0,4771.0,29.0,False,9,5
cell_009_006,260.0,380.0,4770.0,30.0,False,9,6
cell_009_007,300.0,380.0,4762.0,38.0,False,9,7
cell_009_008,340.0,380.0,4750.0,50.0,False,9,8
cell_009_009,380.0,380.0,4612.0,188.0,True,9,9
cell_009_010,420.0,380.0,4747.0,53.0,False,9,10
cell_009_011,460.0,380.0,4719.0,81.0,False,9,11
cell_010_000,20.0,420.0,4587.0,213.0,True,10,0
cell_010_001,60.0,420.0,4759.0,41.0,False,10,1
cell_010_002,100.0,420.0,4800.0,0.0,False,10,2
cell_010_003,140.0,420.0,4800.0,0.0,False,10,3
cell_010_004,180.0,420.0,4611.0,189.0,True,10,4
cell_010_005,220.0,420.0,4616.0,184.0,True,10,5
cell_010_006,260.0,420.0,4762.0,38.0,False,10,6
cell_010_007,300.0,420.0,4761.0,39.0,False,10,7
cell_010_008,340.0,420.0,4751.0,49.0,False,10,8
cell_010_009,380.0,420.0,4655.0,145.0,False,10,9
cell_010_010,420.0,420.0,4741.0,59.0,False,10,10
cell_010_011,460.0,420.0,4737.0,63.0,False,10,11
cell_011_000,20.0,460.0,2831.0,1969.0,True,11,0
cell_011_001,60.0,460.0,2838.0,1962.0,True,11,1
cell_011_002,100.0,460.0,4597.0,203.0,True,11,2
cell_011_003,140.0,460.0,4606.0,194.0,True,11,3
cell_011_004,180.0,460.0,4613.0,187.0,True,11,4
cell_011_005,220.0,460.0,4620.0,180.0,False,11,5
cell_011_006,260.0,460.0,4627.0,173.0,False,11,6
cell_011_007,300.0,460.0,4634.0,166.0,False,11,7
cell_011_008,340.0,460.0,4635.0,165.0,False,11,8
cell_011_009,380.0,460.0,4534.0,266.0,True,11,9
cell_011_010,420.0,460.0,4533.0,267.0,True,11,10
cell_011_011,460.0,460.0,4733.0,67.0,False,11,11
