cell_id,x,y,last_observed,age,overdue,grid_row,grid_col
cell_007_011,460.0,300.0,4546.0,14.0,False,7,11
cell_008_000,20.0,340.0,4444.0,116.0,False,8,0
cell_008_001,60.0,340.0,4554.0,6.0,False,8,1
cell_008_002,100.0,340.0,4547.0,13.0,False,8,2
cell_008_003,140.0,340.0,4524.0,36.0,False,8,3
cell_008_004,180.0,340.0,4537.0,23.0,False,8,4
cell_008_005,220.0,340.0,4546.0,14.0,False,8,5
cell_008_006,260.0,340.0,4553.0,7.0,False,8,6
cell_008_007,300.0,340.0,4560.0,0.0,False,8,7
cell_008_008,340.0,340.0,4560.0,0.0,False,8,8
cell_008_009,380.0,340.0,4554.0,6.0,False,8,9
cell_008_010,420.0,340.0,4547.0,13.0,False,8,10
cell_008_011,460.0,340.0,4539.0,21.0,False,8,11
cell_009_000,20.0,380.0,4451.0,109.0,False,9,0
cell_009_001,60.0,380.0,4560.0,0.0,False,9,1
cell_009_002,100.0,380.0,4553.0,7.0,False,9,2
cell_009_003,140.0,380.0,4532.0,28.0,False,9,3
cell_009_004,180.0,380.0,4539.0,21.0,False,9,4
cell_009_005,220.0,380.0,4544.0,16.0,False,9,5
cell_009_006,260.0,380.0,4548.0,12.0,False,9,6
cell_009_007,300.0,380.0,4503.0,57.0,False,9,7
cell_009_008,340.0,380.0,4552.0,8.0,False,9,8
cell_009_009,380.0,380.0,4546.0,14.0,False,9,9
cell_009_010,420.0,380.0,4545.0,15.0,False,9,10
cell_009_011,460.0,380.0,4539.0,21.0,False,9,11
cell_010_000,20.0,420.0,4349.0,211.0,True,10,0
cell_010_001,60.0,420.0,4560.0,0.0,False,10,1
cell_010_002,100.0,420.0,4560.0,0.0,False,10,2
cell_010_003,140.0,420.0,4560.0,0.0,False,10,3
cell_010_004,180.0,420.0,4373.0,187.0,True,10,4
cell_010_005,220.0,420.0,4378.0,182.0,True,10,5
cell_010_006,260.0,420.0,4496.0,64.0,False,10,6
cell_010_007,300.0,420.0,4504.0,56.0,False,10,7
cell_010_008,340.0,420.0,4515.0,45.0,False,10,8
cell_010_009,380.0,420.0,4543.0,17.0,False,10,9
cell_010_010,420.0,420.0,4536.0,24.0,False,10,10
cell_010_011,460.0,420.0,4533.0,27.0,False,10,11
cell_011_000,20.0,460.0,2831.0,1729.0,True,11,0
cell_011_001,60.0,460.0,2838.0,1722.0,True,11,1
cell_011_002,100.0,460.0,4359.0,201.0,True,11,2
cell_011_003,140.0,460.0,4368.0,192.0,True,11,3
cell_011_004,180.0,460.0,4375.0,185.0,True,11,4
cell_011_005,220.0,460.0,4382.0,178.0,False,11,5
cell_011_006,260.0,460.0,4389.0,171.0,False,11,6
cell_011_007,300.0,460.0,4396.0,164.0,False,11,7
cell_011_008,340.0,460.0,4311.0,249.0,True,11,8
cell_011_009,380.0,460.0,4534.0,26.0,False,11,9
cell_011_010,420.0,460.0,4533.0,27.0,False,11,10
cell_011_011,460.0,460.0,4483.0,77.0,False,11,11
