cell_id,x,y,last_observed,age,overdue,grid_row,grid_col
cell_003_005,220.0,140.0,7906.0,134.0,False,3,5
cell_003_006,260.0,140.0,8040.0,0.0,False,3,6
cell_003_007,300.0,140.0,8040.0,0.0,False,3,7
cell_003_008,340.0,140.0,7983.0,57.0,False,3,8
cell_003_009,380.0,140.0,8029.0,11.0,False,3,9
cell_003_010,420.0,140.0,8025.0,15.0,False,3,10
cell_003_011,460.0,140.0,7943.0,97.0,False,3,11
cell_004_000,20.0,180.0,7951.0,89.0,False,4,0
cell_004_001,60.0,180.0,7918.0,122.0,False,4,1
cell_004_002,100.0,180.0,7969.0,71.0,False,4,2
cell_004_003,140.0,180.0,8040.0,0.0,False,4,3
cell_004_004,180.0,180.0,8040.0,0.0,False,4,4
cell_004_005,220.0,180.0,7996.0,44.0,False,4,5
cell_004_006,260.0,180.0,7896.0,144.0,False,4,6
cell_004_007,300.0,180.0,8038.0,2.0,False,4,7
cell_004_008,340.0,180.0,8031.0,9.0,False,4,8
cell_004_009,380.0,180.0,8040.0,0.0,False,4,9
cell_004_010,420.0,180.0,8019.0,21.0,False,4,10
cell_004_011,460.0,180.0,7936.0,104.0,False,4,11
cell_005_000,20.0,220.0,7959.0,81.0,False,5,0
cell_005_001,60.0,220.0,7944.0,96.0,False,5,1
cell_005_002,100.0,220.0,7975.0,65.0,False,5,2
cell_005_003,140.0,220.0,8037.0,3.0,False,5,3
cell_005_004,180.0,220.0,8040.0,0.0,False,5,4
cell_005_005,220.0,220.0,8007.0,33.0,False,5,5
cell_005_006,260.0,220.0,7917.0,123.0,False,5,6
cell_005_007,300.0,220.0,8030.0,10.0,False,5,7
cell_005_008,340.0,220.0,8040.0,0.0,False,5,8
cell_005_009,380.0,220.0,8038.0,2.0,False,5,9
cell_005_010,420.0,220.0,8012.0,28.0,False,5,10
cell_005_011,460.0,220.0,7929.0,111.0,False,5,11
cell_006_000,20.0,260.0,7961.0,79.0,False,6,0
cell_006_001,60.0,260.0,7968.0,72.0,False,6,1
cell_006_002,100.0,260.0,7974.0,66.0,False,6,2
cell_006_003,140.0,260.0,7977.0,63.0,False,6,3
cell_006_004,180.0,260.0,7939.0,101.0,False,6,4
cell_006_005,220.0,260.0,8010.0,30.0,False,6,5
cell_006_006,260.0,260.0,7997.0,43.0,False,6,6
cell_006_007,300.0,260.0,7929.0,111.0,False,6,7
cell_006_008,340.0,260.0,8040.0,0.0,False,6,8
cell_006_009,380.0,260.0,8036.0,4.0,False,6,9
cell_006_010,420.0,260.0,8005.0,35.0,False,6,10
cell_006_011,460.0,260.0,7923.0,117.0,False,6,11
cell_007_000,20.0,300.0,7882.0,158.0,False,7,0
cell_007_001,60.0,300.0,7938.0,102.0,False,7,1
cell_007_002,100.0,300.0,7975.0,65.0,False,7,2
cell_007_003,140.0,300.0,7983.0,57.0,False,7,3
cell_007_004,180.0,300.0,7989.0,51.0,False,7,4
cell_007_005,220.0,300.0,8016.0,24.0,False,7,5
cell_007_006,260.0,300.0,7997.0,43.0,False,7,6
cell_007_007,300.0,300.0,8003.0,37.0,False,7,7
cell_007_008,340.0,300.0,8032.0,8.0,False,7,8
cell_007_009,380.0,300.0,8032.0,8.0,False,7,9
cell_007_010,420.0,300.0,7999.0,41.0,False,7,10
cell_007_011,460.0,300.0,7976.0,64.0,False,7,11
cell_008_000,20.0,340.0,8025.0,15.0,False,8,0
cell_008_001,60.0,340.0,8017.0,23.0,False,8,1
cell_008_002,100.0,340.0,7967.0,73.0,False,8,2
cell_008_003,140.0,340.0,8034.0,6.0,False,8,3
cell_008_004,180.0,340.0,8029.0,11.0,False,8,4
cell_008_005,220.0,340.0,8023.0,17.0,False,8,5
cell_008_006,260.0,340.0,8004.0,36.0,False,8,6
cell_008_007,300.0,340.0,8009.0,31.0,False,8,7
cell_008_008,340.0,340.0,8016.0,24.0,False,8,8
cell_008_009,380.0,340.0,8026.0,14.0,False,8,9
cell_008_010,420.0,340.0,8022.0,18.0,False,8,10
cell_008_011,460.0,340.0,7982.0,58.0,False,8,11
cell_009_000,20.0,380.0,7786.0,254.0,True,9,0
cell_009_001,60.0,380.0,8015.0,25.0,False,9,1
cell_009_002,100.0,380.0,8040.0,0.0,False,9,2
cell_009_003,140.0,380.0,8038.0,2.0,False,9,3
cell_009_004,180.0,380.0,8030.0,10.0,False,9,4
cell_009_005,220.0,380.0,7959.0,81.0,False,9,5
cell_009_006,260.0,380.0,8040.0,0.0,False,9,6
cell_009_007,300.0,380.0,8035.0,5.0,False,9,7
cell_009_008,340.0,380.0,8023.0,17.0,False,9,8
cell_009_009,380.0,380.0,8024.0,16.0,False,9,9
cell_009_010,420.0,380.0,8017.0,23.0,False,9,10
cell_009_011,460.0,380.0,8040.0,0.0,False,9,11
cell_010_000,20.0,420.0,7717.0,323.0,True,10,0
cell_010_001,60.0,420.0,7959.0,81.0,False,10,1
cell_010_002,100.0,420.0,8005.0,35.0,False,10,2
cell_010_003,140.0,420.0,8000.0,40.0,False,10,3
cell_010_004,180.0,420.0,7993.0,47.0,False,10,4
cell_010_005,220.0,420.0,7746.0,294.0,True,10,5
cell_010_006,260.0,420.0,8035.0,5.0,False,10,6
cell_010_007,300.0,420.0,8034.0,6.0,False,10,7
cell_010_008,340.0,420.0,8024.0,16.0,False,10,8
cell_010_009,380.0,420.0,8027.0,13.0,False,10,9
cell_010_010,420.0,420.0,8035.0,5.0,False,10,10
cell_010_011,460.0,420.0,8040.0,0.0,False,10,11
cell_011_000,20.0,460.0,2831.0,5209.0,True,11,0
cell_011_001,60.0,460.0,2838.0,5202.0,True,11,1
cell_011_002,100.0,460.0,7727.0,313.0,True,11,2
cell_011_003,140.0,460.0,7987.0,53.0,False,11,3
cell_011_004,180.0,460.0,7991.0,49.0,False,11,4
cell_011_005,220.0,460.0,7762.0,278.0,True,11,5
cell_011_006,260.0,460.0,7768.0,272.0,True,11,6
cell_011_007,300.0,460.0,7772.0,268.0,True,11,7
cell_011_008,340.0,460.0,7881.0,159.0,False,11,8
cell_011_009,380.0,460.0,7956.0,84.0,False,11,9
cell_011_010,420.0,460.0,7955.0,85.0,False,11,10
cell_011_011,460.0,460.0,8003.0,37.0,False,11,11
