cell_id,x,y,last_observed,age,overdue,grid_row,grid_col
cell_010_000,20.0,420.0,5525.0,235.0,True,10,0
cell_010_001,60.0,420.0,5614.0,146.0,False,10,1
cell_010_002,100.0,420.0,5618.0,142.0,False,10,2
cell_010_003,140.0,420.0,5556.0,204.0,True,10,3
cell_010_004,180.0,420.0,5561.0,199.0,True,10,4
cell_010_005,220.0,420.0,5554.0,206.0,True,10,5
cell_010_006,260.0,420.0,5739.0,21.0,False,10,6
cell_010_007,300.0,420.0,5747.0,13.0,False,10,7
cell_010_008,340.0,420.0,5760.0,0.0,False,10,8
cell_010_009,380.0,420.0,5760.0,0.0,False,10,9
cell_010_010,420.0,420.0,5760.0,0.0,False,10,10
cell_010_011,460.0,420.0,5589.0,171.0,False,10,11
cell_011_000,20.0,460.0,2831.0,2929.0,True,11,0
cell_011_001,60.0,460.0,2838.0,2922.0,True,11,1
cell_011_002,100.0,460.0,5535.0,225.0,True,11,2
cell_011_003,140.0,460.0,5557.0,203.0,True,11,3
cell_011_004,180.0,460.0,5565.0,195.0,True,11,4
cell_011_005,220.0,460.0,5572.0,188.0,True,11,5
cell_011_006,260.0,460.0,5578.0,182.0,True,11,6
cell_011_007,300.0,460.0,5582.0,178.0,False,11,7
cell_011_008,340.0,460.0,5448.0,312.0,True,11,8
cell_011_009,380.0,460.0,5675.0,85.0,False,11,9
cell_011_010,420.0,460.0,5674.0,86.0,False,11,10
cell_011_011,460.0,460.0,5585.0,175.0,False,11,11
