time,uav_id,state,x,y,soc,route_id,waypoint_idx,current_cell,remaining_cells,progress_pct
4800.0,01,on_mission,40.214024864728884,162.06420745941867,0.9502645502645539,rr_11,3,cell_004_002,5,37.5
4800.0,02,on_mission,436.86360504447117,305.7840987388822,0.8919807899361751,rr_13,4,cell_007_011,3,57.14285714285714
4800.0,03,failed,100.0,20.0,0.8644434018231907,rr_11,1,cell_001_005,7,12.5
4800.0,04,on_mission,-415.5974710120407,57.27314467040101,0.9910052910052917,rr_15,2,cell_009_001,7,22.22222222222222
4800.0,05,idle,-500.0,1.1102230246251565e-16,1.0,rr_11,0,cell_000_002,8,0.0
4800.0,06,swapping,-500.0,0.0,0.24044453617615819,rr_15,0,cell_001_001,9,0.0
4800.0,07,rtb,-351.75402091835315,21.09009738659363,0.25138414160552236,rr_13,0,cell_005_003,7,0.0
4800.0,08,rtb,-287.0316114398704,104.73610345385327,0.2515674325172417,rr_14,4,cell_009_002,4,50.0
4800.0,09,rtb,-118.67460826253438,48.420159208080165,0.2763244433260693,rr_02,0,cell_002_001,8,0.0
4800.0,10,on_mission,198.19090885901002,354.5441558772845,0.4014959285379836,rr_00,3,cell_008_007,6,33.33333333333333
4800.0,11,on_mission,20.0,208.0,0.42974479303756563,rr_01,1,cell_006_000,9,10.0
4800.0,12,on_mission,122.76839915321233,427.5894663844042,0.43015608732215926,rr_03,5,cell_011_005,4,55.55555555555556
4800.0,13,on_mission,395.1868514857922,26.19616692998286,0.44056525758635834,rr_02,0,cell_002_001,8,0.0
4800.0,14,on_mission,299.8446985181217,313.2815661727073,0.6276194654659535,rr_02,4,cell_008_009,4,50.0
4800.0,15,on_mission,140.0,84.0,0.7127247297211855,rr_12,4,cell_004_003,9,30.76923076923077
4800.0,16,on_mission,253.13587954599208,80.7491125009861,0.7162340940896743,rr_13,6,cell_000_005,1,85.71428571428571
4800.0,17,on_mission,113.32380976675154,233.32380976675182,0.8483326053371975,rr_08,0,cell_003_000,8,0.0
4800.0,18,on_mission,219.5690721888768,192.15525050823013,0.7166598444948077,rr_14,3,cell_008_005,5,37.5
4800.0,19,on_mission,309.4037549834325,72.35093874585813,0.8747816250626148,rr_11,0,cell_000_002,8,0.0
4800.0,20,idle,-500.0,0.0,1.0,rr_13,0,cell_005_003,7,0.0
4800.0,21,rtb,-99.14790389618935,203.74466062724588,0.2619435179523492,rr_12,8,cell_010_010,5,61.53846153846154
