time,uav_id,state,x,y,soc,route_id,waypoint_idx,current_cell,remaining_cells,progress_pct
5760.0,01,on_mission,191.83672708598573,381.97278784766434,0.4520860407721411,rr_12,8,cell_010_010,5,61.53846153846154
5760.0,02,on_mission,60.0,60.0,0.48736210430846527,rr_15,1,cell_005_001,8,11.11111111111111
5760.0,03,on_mission,285.5213750217999,343.61965624455036,0.5115814700239938,rr_13,4,cell_007_011,3,57.14285714285714
5760.0,04,on_mission,420.0,144.0,0.5174382562886227,rr_14,6,cell_003_010,2,75.0
5760.0,05,on_mission,60.0,302.0,0.5274332869782252,rr_02,2,cell_010_001,6,25.0
5760.0,06,on_mission,336.99032542796095,426.7997339637932,0.6631544383737729,rr_00,8,cell_011_008,1,88.88888888888889
5760.0,07,on_mission,20.0,338.0,0.6768475388660214,rr_01,2,cell_010_000,8,20.0
5760.0,08,on_mission,100.44841612837898,266.1552759950542,0.6976069935263168,rr_03,4,cell_010_002,5,44.44444444444444
5760.0,09,on_mission,365.88866847407513,32.64724995626092,0.7076803764754761,rr_02,0,cell_002_001,8,0.0
5760.0,10,on_mission,-221.58889437588385,73.69705737108951,0.9746031746031765,rr_13,1,cell_004_004,6,14.285714285714285
5760.0,11,on_mission,-368.7992821515554,42.78284277666656,0.9878306878306887,rr_14,5,cell_007_010,3,62.5
5760.0,12,on_mission,-401.7536955827925,44.85157375568177,0.9904761904761912,rr_12,8,cell_010_010,5,61.53846153846154
5760.0,13,idle,-500.0,0.0,1.0,rr_02,0,cell_002_001,8,0.0
5760.0,14,swapping,-500.0,0.0,0.22222248593232008,rr_12,0,cell_000_003,13,0.0
5760.0,15,swapping,-500.0,0.0,0.23999955940619425,rr_13,0,cell_005_003,7,0.0
5760.0,16,swapping,-500.0,0.0,0.22503518500215935,rr_14,0,cell_001_002,8,0.0
5760.0,17,on_mission,209.850260010464,362.53743499738425,0.3907142323452629,rr_13,4,cell_007_011,3,57.14285714285714
5760.0,18,on_mission,329.12540134711463,230.684169076256,0.4093534484747032,rr_08,3,cell_005_008,5,37.5
5760.0,19,on_mission,420.0,300.0,0.41207449809525465,rr_14,6,cell_003_010,2,75.0
5760.0,20,on_mission,398.9794510907353,416.49657518178924,0.5390143436717691,rr_12,8,cell_010_010,5,61.53846153846154
5760.0,21,spare,-500.0,0.0,1.0,None,0,None,0,0
